ID,smiles,assign
Enamine_9203.maegz,COC[C@@]1(C(=O)N)CCCN1Cc2cn(nn2)C(C)(C)C,train
Enamine_2499.maegz,c1c(F)c[nH]c(=O)c1C(=O)N[C@@H]2CCCN(C2)c(nn3)ccc3C,train
GLL_15025.maegz,N#CCC[N@H+](CC1)CC[C@@H]1COC(=O)c2cc(Cl)c(N)c(c23)OCCO3,train
GLL_8388.maegz,c1cc(O)cc(c12)oc(-c3ccc(O)cc3)c2C(=O)c4ccc(cc4)OCC[NH+]5CCCCCC5,train
Enamine_1213.maegz,c1cccn(c12)cc(c2)C(=O)Nc(ccc3)cc3-c(n4C)nnc4C,train
Enamine_2681.maegz,[O-]C(=O)[C@H](C)CN(C1CC1)C(=O)c2ccn(n2)C3CCOCC3,train
GlideDecoy_449.maegz,COc(cc1)ccc1NC(=O)C[C@H](CC([O-])=O)c2cc(OC)c(OC)c(c2)OC,train
Enamine_8923.maegz,NC(=O)C[C@H]1CCC[N@H+](CC1)Cc(n2C)nnc2C(C)C,train
MC_3057.maegz,C1C[N@H+](C)CC[C@@H]1N(C2)C[C@H](OC3)[C@H]2NC(=O)c(nccc4)c4OCCn(cc35)nn5,train
GLL_11577.maegz,c1ccccc1[C@@](O)(C2CCC2)c3nc(on3)[C@H]4CC[N@@H+](CC4)Cc5ccccc5,train
GLL_2169.maegz,c1ncccc1NC(=O)N(CC2)c(c3)c2cc(c34)oc(C)c4,train
Enamine_6035.maegz,c1cncc(Cl)c1C(=O)NCC2(CCOCC2)c3c(Cl)cc(Cl)cc3,train
GLL_10970.maegz,[NH3+]C[C@@H](O)c1cc(O)c(O)cc1,train
PDBuniq_3150.maegz,[NH3+]C[C@@H](O)c1cc(O)c(O)cc1,train
Enamine_57.maegz,C1CC1[C@@](C)(O)C(=O)NCc2ccc(cc2)-c(c3)ccc(c34)O[C@H](C)C4,train
Enamine_3862.maegz,OC[C@H]1C[C@@H](F)CN1C(=O)NCc2cc(C)c(F)cc2,train
Enamine_2517.maegz,c1cnccc1C(=O)N[C@@H](C)c2cc(OC)c(cc2)S(=O)(=O)C,train
GLL_5957.maegz,c1cccc(c12)[nH]c(c2)C(=O)Nc(s3)nc(c3C)-c4c(OC)cc(OC)c(c4)OC,train
GLL_3729.maegz,COCCC/[N+](C)=C(\C)Nc(c1)ccc(c12)C[C@@H](O)[C@@H]2NC(=O)c3ccc(Br)cc3,train
Enamine_10001.maegz,c1ccccc1S(=O)(=O)CCC[N@@H+](CC2)CC[C@@H]2c3cc[nH]n3,train
GLL_7019.maegz,O1COc(c12)ccc(c2)-c3c(C([O-])=O)c(=O)n(Cc4cc(OC)ccc4)c(c35)ccc(c5)OCC,train
DEKOLS2_1327.maegz,C1CC1CO[C@H](C([O-])=O)Cc(c(c23)scc2)ccc3OCCc4c(C)oc(n4)-c5ccccc5,train
GLL_4993.maegz,c1ccccc1CCc2c(=O)n(c(nn2)CCCC)Cc3ccc(cc3)-c(cccc4)c4-c5[n-]nnn5,train
GLL_12216.maegz,O=c(o1)oc(C)c1COC(=O)c2c(C(C)(C)O)nc(CCC)n2Cc3ccc(cc3)-c(cccc4)c4-c5[n-]nnn5,train
PDBuniq_2124.maegz,c1ncccc1-c(ccn2)cc2C(=O)Nc(ccc3)cc3-c4nncn4C5CC5,train
Enamine_1019.maegz,c1ccc(C(=O)N)cc1C(=O)N[C@@H]2CCN(C2)c3cc(OC)cc(c3)OC,train
GLL_12469.maegz,c1cccc(Cl)c1C(=O)c(n(C)c2)cc2C(=O)CN3CCN(CC3)c4c(cccc4)OCCC,train
Enamine_8171.maegz,CN(C)C(=O)C[C@]1(O)CCC[N@@H+](C1)Cc2ncc(o2)C3CC3,train
Enamine_9779.maegz,CC(C)(C)CCN(CC1)CCN1C(=O)c2csc(n2)-c3cnn(C)c3,train
GLL_7457.maegz,CCc1ccc(cc1)-c2ccc(s2)S(=O)(=O)[N-]c(on3)c(Br)c3C,train
GLL_598.maegz,c1cccc(c12)COc3c(cc(C(C([O-])=O)(C)C)cc3)[C@H]2SCC[N@H+](CC4)CC[C@@H]4Cc5ccc(Cl)cc5,train
DEKOLS2_1289.maegz,s1cccc1/C=C(N2)\Cc(c23)nc(N)[nH]c3=O,train
GLL_15790.maegz,c1cc(F)ccc1OCCC[NH+](CC2)CCN2c3cccc(n3)Cl,train
GLL_14606.maegz,[nH]1c[nH+]cc1C[C@H]2CCCc(c23)ccc(c3)O,train
GlideDecoy_569.maegz,[O-][N+](=O)c1ccc(cc1)OC[C@@H](O)Cn2c(NCC[NH+](CC)CC)nc(c23)n(C)c(=O)[nH]c3=O,train
Enamine_1187.maegz,c1ccccc1C(=O)N(C2)CCC[C@H]2C(=O)N[C@@H](C[C@H]34)C[C@H]([N@H+]4C)CCC3,train
GLL_3977.maegz,c1ccccc1C(C(=O)N)(c2ccccc2)[C@@H]3CC[N@@H+](C3)CCc(c4)ccc(c45)OCC5,train
PDBuniq_3110.maegz,Nc([nH+]1)cc(C)cc1CCc2cc(cc(c2)N)CCc3cc(C)cc(N)[nH+]3,train
MC_1393.maegz,C1COCCC1C(=O)N(CCCNC(=O)CC2)CCCCN(C)C(=O)[C@H](C)NC(=O)COc(cc23)c(cc3)OC,train
MC_3150.maegz,c1cccc(O)c1C(=O)N(CC2)C[C@H](NC(=O)CN(C)C3=O)[C@@H]2OCc(ccc4)cc4Oc(c5)cc(cc35)OCC,train
GLL_7094.maegz,c1ccccc1C(OC)(c2ccccc2)[C@@H](C([O-])=O)Oc(cc3C)nc(c34)cccc4,train
Enamine_4338.maegz,N#CC1CCN(CC1)C(=O)Nc(c2)ccc(c23)CCN(C)C3=O,train
MC_12.maegz,CN(C)Cc(cc1)ccc1C(=O)N(C2)CC[C@@H](OCc3cc(O4)ccc3)[C@H]2NC(=O)CCc(c5)ccc(c45)OC,train
Enamine_8724.maegz,Cc1ncc(s1)NC(=O)C[NH+](CC2)CCN2c3ccccn3,train
Enamine_3757.maegz,c1ccccc1N(C)C(=O)[C@H](CCC2=O)CN2c3cnn(C)c3,train
GLL_5530.maegz,CCCc1c(C)c(=O)n(CCCC)n1Cc2ccc(cc2)-c(cccc3)c3-c4[n-]nnn4,train
GLL_453.maegz,c1cc(Cl)ccc1S(=O)(=O)N[C@@H](CCCC(F)(F)C(F)(F)C(F)(F)F)c2ccc(s2)CCCC([O-])=O,train
GLL_4749.maegz,COC(=O)Cc1ccc(cc1)OCC[NH2+]C[C@H](O)c2ccc(N)nc2,train
Enamine_732.maegz,CCO[C@H](C1)C(C)(C)[C@]1(C([O-])=O)NC(=O)c2c(Cl)c(C)ccc2,train
GLL_15823.maegz,c1cccc(c12)[nH]cc2C[C@@H](C(=O)NCc3c(OC)cccc3)NC(=O)CN(CC4)CC=C4c5c[nH]c(c56)ccc(F)c6,train
MC_716.maegz,O=C1CNC(=O)N1CC(=O)N(C2)C[C@@H]([C@H]23)OCc4cc(ccc4)Oc5c(OC)cc(cc5)CCC(=O)N(C6CC6)CC(=O)N3,train
GLL_469.maegz,[O-]C(=O)CCC/C=C\[C@@H]([C@@H]12)[C@H]([C@H](C1)CC2)CNS(=O)(=O)c3ccc(Br)cc3,train
GLL_11874.maegz,n1nn[n-]c1CCc(ccc2)c(c23)N(CC3)Cc4cc(ccc4)OCc(cc5)nc(c56)cccc6,train
GlideDecoy_354.maegz,c1cccc(OC)c1Nc(c2[N+]([O-])=O)cc(c(c23)non3)N4CCOCC4,train
GLL_6091.maegz,OCc1cc(ccc1)NC(=O)N[C@@H](C(=O)OC(C)(C)C)N(C(=O)C)c2cncc(c23)cccc3,train
GLL_4297.maegz,c1c[nH]c(c12)c(C)c(cc2)NC3=[NH+]CCN3,train
DEKOLS2_2720.maegz,c1ccccc1Cc(n2)n(C)c(c23)ccc(c3)-c4nn(c(c45)ncnc5N)[C@H]6CC[C@@H](CC6)[NH+]7CCOCC7,train
PDBuniq_1774.maegz,c1cccc(c12)[nH]cc2C3=CCN(CC3)c4ncnc(c45)[nH]nc5,train
PDBuniq_4150.maegz,C[NH2+]Cc1cc(ccc1)CN2CCOCC2,train
GLL_10803.maegz,NC(=O)c(c1)ccc2[nH]c(c3c12)CC[C@H](C3)[NH2+]Cc4ccccc4,train
GLL_15287.maegz,Cc1c(C)c(=O)oc(c12)cc(OC)c(c2)OCCC[NH+](CC3)CCN3c4cccc(c45)ccc(n5)C,train
Enamine_8504.maegz,CCc1cc(ccc1)NC(=O)C[N@H+](CC2)CC[C@@H]2C[NH+](C)C,train
GLL_1183.maegz,c1ccccc1[C@H](C2=[NH+]CCN2)Oc3c(OC)cccc3,train
GLL_7157.maegz,O1COc(c12)ccc(c2)[C@H](C([O-])=O)Oc(c3CCC)c(CCC)cc(c3)Cn4c(=O)[nH]c(c45)cccc5,train
DEKOLS2_281.maegz,Nc(n1)sc(c1C)-c2ccnc(n2)Nc3cc([N+]([O-])=O)ccc3,train
Enamine_708.maegz,c1c(=O)[nH]c(C)cc1C(=O)N2CCC[C@@H]([C@@H]2C)c(o3)nnc3CC,train
GlideDecoy_1397.maegz,N#Cc1c(N)n(N)c(=S)c(c12)C[N@H+](C)C(C)(C)C2,train
Enamine_2891.maegz,[O-]C(=O)C[C@H]1C[C@@H](C1)NC(=O)Cc2ccc(O)cc2,train
Enamine_9590.maegz,c1[nH+]ccc(N)c1C(=O)N2CCN(C(C)C)CC2,train
MC_2529.maegz,c1cccc(c12)nccc2C[N@H+](C3)CCCNC(=O)[C@@H](C)NC(=O)c(ccc(C)c4)c4OCCCn(cc35)nn5,train
Enamine_978.maegz,Cn(n1)c(OC)cc1NC(=O)N(C2)C[C@H]([C@@H]2C(F)(F)F)S(=O)(=O)N(C)C,train
GLL_10437.maegz,C1CCCC12CC(=O)N(C(=O)C2)CCCC[N@@H+]3CCC[C@@]34Cc5c(OC4)cccc5OC,train
GLL_1072.maegz,C1CCCCCC1C(=O)N(CC2)CCC2C[NH2+]C[C@H](O3)COc(c34)cccc4,train
PDBuniq_1087.maegz,Cn(n1)c(=O)cc(OC)c1-c2c(cccc2)Oc3ccccc3,train
GLL_9335.maegz,[O-]C(=O)COc(ccc1)c(c12)cccc2CCC[S@](=O)\C=C\c3ccccc3,train
DEKOLS2_197.maegz,c1ccccc1SC[C@@H](CC[NH+](C)C)Nc2c([N+]([O-])=O)cc(cc2)S(=O)(=O)[N-]C(=O)c3ccc(cc3)N(CC4)CCC4(OC)Cc5ccc(cc5)-c6ccccc6,train
Enamine_8736.maegz,CCC[C@@](C)([NH3+])C(=O)Nc(c1C)ccc(n1)N2CCOCC2,train
Enamine_5638.maegz,C1COCCC1c(nn(C)c2)c2C(=O)N(C3)CC[C@H]3n4cccn4,train
Enamine_4443.maegz,C1CC1c(n2)[nH]c(=O)cc2C(=O)N3CCN(C[C@H]3CC)c4ccccc4,train
GLL_11924.maegz,CC(C)NC(=O)c1cccc(c12)OC[C@@H](C2)[N@@H+](C(C)C)CCC,train
Enamine_3857.maegz,Cc1cnc(nc1)NC[C@H]2CC[C@H](O2)c3ncn[nH]3,train
GLL_15937.maegz,c1cc(F)cc(c12)N(S(=O)(=O)N(C2)C(C)C)CCN(CC3)CC=C3c4c[nH]c(c45)cc(F)cc5,train
GLL_10722.maegz,C[NH2+]Cc1cc(ccc1)NC(=O)NCc(c2-c3ccccc3)n(C)c(=O)c(c24)ccc(Cl)c4,train
MC_755.maegz,n1ccccc1C2CN(C2)C(=O)[C@@H](NC(=O)[C@H](C)NC3=O)Cc(cc4)ccc4OCC(=O)N[C@H](C(=O)N([C@H]35)CCC5)CCc6ccccc6,train
Enamine_9214.maegz,C1CC1NC(=O)CN(CC2)CCN2C(=O)c3c(C)nc(s3)-c4cnn(C)c4,train
GLL_15864.maegz,c1cccc(C)c1C(=O)N(C[NH+](C)C)c(cc2)ccc2C(=O)N(c3c(C4)cccc3)Cc(c45)cccc5,train
Enamine_9151.maegz,N#Cc1ccc(nc1)O[C@@H]2CCN(C2)C(=O)Cn(c3C)cc[nH+]3,train
Enamine_1802.maegz,C1CC1c(ccc2)cc2C(=O)NC[C@@H]3[C@H](O)C[C@H](C3)c(n[nH]4)nc4C,train
GLL_9147.maegz,CCN(CC)C(=O)c1ccc(cc1)N(c2ccccc2)[C@@H]([C@@H]3C)CC[N@H+](C3)CC=C,train
GLL_4002.maegz,s1cccc1C(O)(c2cccs2)C(=O)O[C@@H](C[C@H]3[N+]4(C)C)C[C@H]4[C@@H](O5)[C@H]35,train
GLL_6325.maegz,[O-]C(=O)CC(C)(C)S[C@H]1c(cccn2)c2COc(c13)ccc(c3)OCc(cc4)nc(c45)cc(F)c(F)c5,train
Enamine_9578.maegz,Cc1onc(C)c1CC(=O)N(C2)CC[C@H]2Oc3c(N(C)C)[nH+]ccc3,train
Enamine_6966.maegz,c1cccc(F)c1CCNC(=O)Nc(cc2)cc(OC)c2N3CCCC3=O,train
GLL_10177.maegz,FC(F)(F)c1ccc(cc1)CC(=O)N([C@H]2C[NH+]3CCCC3)CCc(c24)cccc4,train
PDBuniq_2118.maegz,[O-]C(=O)[C@@]1(O)C[C@@H](O)[C@@H](O)[C@H](O1)[C@H](O)CO,train
Enamine_7984.maegz,c1cncc(C(F)(F)F)c1C(=O)N2CCC[N@@H+](CC2)Cc3cnn(C)c3,train
GLL_3866.maegz,Cc1ccc(s1)C(C23)=CN(CC2)CC3,train
DEKOLS2_541.maegz,c1ccccc1CCCCNC(=O)[C@@H]2CCCCN2S(=O)(=O)Cc3ccccc3,train
GLL_573.maegz,[O-]C(=O)[C@H](C1)Oc(c12)ccc(c2)C(=O)CN(C)S(=O)(=O)c3ccc(Cl)cc3,train
GlideDecoy_417.maegz,COc(cc1)ccc1NC(=O)c(c2N)sc(c23)nc(C)cc3-c4ccncc4,train
GlideDecoy_632.maegz,CCCCN(CC1)c(c12)[nH+]c3c(c2N)cccc3,train
MC_1331.maegz,c12c3cc(cc1)OCCNC(=O)CN(C(=O)c4cc([nH]n4)-c5ccccc5)CCCCOc6c(OC)ccc(c6)[C@H]2CC(=O)N3,train
GLL_14411.maegz,CC[C@@H](F)c1c(Cl)c(-c(c2C#N)cccc2)cc(c1)N3CC[NH+](CC3)CCO,train
PDBuniq_145.maegz,[O-]C(=O)c1ccc(cc1)-c(cc2=O)oc(c23)cccc3,train
GLL_12270.maegz,N#Cc1c(N)c(Cl)cc(c1)[C@@H](O)C[NH2+]CCCCCCOCCc2ccccn2,train
GLL_9543.maegz,Cc1cc(C)nc(c12)n(c(n2)CC)Cc3ccc(cc3)-c(cccc4)c4-c5nnc([S-])s5,train
Enamine_2417.maegz,s1cccc1C(=O)N(C2)CC[C@@]2(C([O-])=O)C(F)(F)F,train
DEKOLS2_1310.maegz,[O-]C(=O)C(C)(C)Oc1ccc(cc1)OCCc2c(C)oc(n2)-c3ccc(Br)cc3,train
PDBuniq_1430.maegz,[O-]C(=O)CC[C@@H](C([O-])=O)NC(=O)O[C@H](C([O-])=O)CC(C)C,train
GlideDecoy_1093.maegz,O=c1[nH]c(N)nc(c12)[nH]c(n2)SCC(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCC[C@@H]4C,train
GLL_16206.maegz,c1ccnc(NC)c1C(=O)Nc(nc2)ccc2C(=O)N(c(c3c45)ccs3)CCc4cn[nH]5,train
Enamine_3849.maegz,NC(=O)[C@@H]1CCCN(C1)C(=O)Nc(c(C)no2)c2CC,train
Enamine_9528.maegz,OCC[C@@H]1C[C@@H](C1)NC(=O)[C@@]2([NH3+])CCc(c23)c(OC)ccc3,train
MC_2419.maegz,C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)CN(C(=O)c2ccc(cc2)OC(F)F)CCCNC(=O)Cn(c13)nc(n3)-c4ccccc4,train
PDBuniq_2506.maegz,Cc(o1)ccc1C(=O)Nc(cc2)ccc2C(=O)NCC3(CCOCC3)c4ccc(cc4)OC,train
GlideDecoy_1048.maegz,c1cc(N)ccc1-c(n2)[nH]c(c23)cc(cc3)C(=O)c(c4)ccc(c45)[nH]c(n5)-c6ccc(N)cc6,train
GlideDecoy_498.maegz,c1cccc(OC)c1N2CC[NH+](CC2)C[C@@H](O)COCCC34C[C@@H]5C[C@H](C3)C[C@H](C4)C5,train
DEKOLS2_2195.maegz,NC(=[NH2+])c1cc(OC)c(cc1)CNC(=O)Cn(ccc2)c(=O)c2NS(=O)(=O)c(ccc3)cc3OC,train
PDBuniq_3040.maegz,C1C[C@@H](O)CC[C@@H]1NC(=O)[C@H](C2CCCCC2)n(c(c34)cc(F)c(F)c3)c(n4)[C@H](OC)c5ccccc5,train
GLL_4753.maegz,CCOC(=O)c(c1)sc(c12)CC[C@@H](C2)C[NH2+]C[C@H](O)c3cc(Cl)ccc3,train
GLL_953.maegz,c1cccc(OC(C)C)c1[C@H]2CC[N@H+](CC2)CCCCN(C3=O)CCN3C4CCCCC4,train
MC_1443.maegz,c1ccccc1OCC[N@H+](C2)C[C@H](OC3)[C@H]2NC(=O)c(c4)ccc(Cl)c4OCCCn(cc35)nn5,train
GLL_349.maegz,[O-]C(=O)CCC/C=C\CC(C1)(Cc(c12)cccc2)CNS(=O)(=O)c3ccc(Cl)cc3,train
Enamine_430.maegz,[O-]C(=O)[C@@]1(C(F)(F)F)CCN(C1)C(=O)c(c2)ccc(c23)OCC3,train
GLL_2182.maegz,c1ncccc1NC(=O)c2coc(c23)cc(c(Br)c3)OC,train
GLL_10707.maegz,NC(=O)CNC(=O)c1ccnc(n1)NCCC[N@@H+](C)CCOc2ccccc2,train
GLL_4819.maegz,n1cccnc1CC(=O)Nc(cc2)ccc2CC[NH2+]C[C@H](O)c3ccccc3,train
PDBuniq_2619.maegz,OC[C@]1(O)[C@@H](O)[C@H](O)[C@H](CO1)O,train
GLL_6762.maegz,C1C[N@H+](C)CCc(c12)cc(c(c2)N(C)C)NS(=O)(=O)c(s3)ccc3-c4ccc(F)cc4,train
PDBuniq_4022.maegz,Cc([nH+]1)n(C)c([O-])c1Cc2cc(F)c(O)c(F)c2,train
GLL_8555.maegz,c1cc(O)cc(c12)oc(-c3ccc(O)cc3)c2C(=O)c4ccc(cc4)OCC[NH+](C)C,train
Enamine_7094.maegz,N1C(=O)N[C@H](C1=O)CCC(=O)N(C)Cc2ccccn2,train
GLL_10427.maegz,c1cccc(c12)Oc3c(cc(Cl)cc3)N(C2)C(=O)c4ccc(cc4)/C=C\c5ccncc5,train
GLL_8544.maegz,FC(F)(F)Oc(c1)ccc(OC(C)C)c1C[NH2+][C@H](CCC[NH2+]2)[C@@H]2c3ccccc3,train
Enamine_7795.maegz,CC(=O)Nc(c1)ccc(F)c1C(=O)N2CCCN(CC(F)(F)F)CC2,train
Enamine_9501.maegz,CC[C@@H](C([O-])=O)N1CC[NH+](CC1)[C@@H]2CCOC2,train
MC_404.maegz,c12cn(nn2)CCCC(=O)N(C)CCNC(=O)c3c(OC1)c(OC)ccc3,train
MC_1403.maegz,c1ccccc1C[C@H](NC(=O)[C@H](C(C)C)NC2=O)CN(C(=O)c3ccc(cc3)OC(F)F)CC(=O)N[C@@H](C)C(=O)N([C@@H]24)CCC4,train
GLL_9036.maegz,c1ccccc1CCCCNC(=O)[C@H](C2)[C@](O)(C=C3)[C@@H]4Oc(c(O)cc5)c6c5C[C@H]([C@]23[C@]467)[N@H+](CC7)CC8CC8,train
GLL_13993.maegz,c1cc(C([O-])=O)cc(c2=O)c1oc(c23)c(CCC([O-])=O)c(cc3)OCCCOc(c(c4)CC)cc(O)c4C(=O)C,train
GLL_3241.maegz,CC(C)c(n1)nc(c(c12)scc2)-c3nccs3,train
DEKOLS2_1907.maegz,CC(C)c(n1)nc(c(c12)scc2)-c3nccs3,train
Enamine_2370.maegz,[O-]C(=O)c(o1)ccc1C(=O)N(C)[C@H](C2(CC)CC)C[C@@H]2OC,train
GLL_6723.maegz,C1CCCC12[C@H](O)C(=O)N(C(=O)C2)CC[C@H](CC3)C[N@@H+]([C@H]34)CCN(C4)c5noc(c56)cccc6,train
Enamine_639.maegz,[O-]C(=O)C[C@H]1CCCN(C1)S(=O)(=O)c2c(Cl)cc(cc2)OC,train
GLL_5778.maegz,C1CCCC12C(=O)N(C(=N2)CCCC)Cc(c3)ccc(c3CN(CC4)C(=O)C4(C)C)-c5c(cccc5)S(=O)(=O)[N-]c6onc(C)c6C,train
GLL_280.maegz,[O-]C(=O)Cc1ccc(cc1)CCCS(=O)(=O)c(cc2)ccc2OC,train
GLL_13386.maegz,CCOC(=O)N(C1)Cc2sc(c3c12)ncn(c3=O)CCN4CCN(CC4)c5c(OC)cccc5,train
Enamine_407.maegz,o1nc(C)nc1CCCC(=O)N2CC[NH+](CC2)[C@H]3[C@@H](O)CCC3,train
